animal_type,intake_condition,intake_type,sex_upon_intake,age_upon_intake_(years),intake_number,time_in_shelter_days,sex_upon_outcome,age_upon_outcome_(years),outcome_number,outcome_type
Cat,Normal,Stray,Intact Female,0.082191781,1,33.08541667,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Female,0.082191781,1,33.075,Spayed Female,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Male,1,1,2.165972222,Neutered Male,1,1,Return to Owner
Cat,Normal,Owner Surrender,Intact Male,0.082191781,1,12.97777778,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Owner Surrender,Intact Female,0.082191781,1,19.225,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Owner Surrender,Neutered Male,0.493150685,1,21.17222222,Neutered Male,0.493150685,1,Adoption
Cat,Injured,Stray,Spayed Female,0.739726027,1,199.0222222,Spayed Female,1,1,Missing
Cat,Normal,Owner Surrender,Spayed Female,0.493150685,2,1.938194444,Spayed Female,0.493150685,2,Adoption
Cat,Normal,Owner Surrender,Spayed Female,0.493150685,1,21.08125,Spayed Female,0.493150685,1,Adoption
Cat,Normal,Owner Surrender,Neutered Male,0.493150685,1,9.247916667,Neutered Male,0.493150685,1,Rto-Adopt
Dog,Normal,Owner Surrender,Spayed Female,0.164383562,1,0.891666667,Spayed Female,0.164383562,1,Transfer
Dog,Normal,Owner Surrender,Intact Female,0.164383562,2,2.143055556,Spayed Female,0.164383562,2,Adoption
Dog,Normal,Stray,Intact Female,0.493150685,1,4.186805556,Spayed Female,0.493150685,1,Adoption
Cat,Normal,Stray,Intact Male,0.076712329,1,105.9861111,Neutered Male,0.328767123,1,Adoption
Cat,Normal,Stray,Intact Male,0.076712329,1,100.2145833,Neutered Male,0.328767123,1,Adoption
Cat,Normal,Stray,Intact Female,2,1,0.798611111,Intact Female,2,1,Relocate
Cat,Normal,Owner Surrender,Spayed Female,8,1,0.897916667,Spayed Female,8,1,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,9,1,2.075,Neutered Male,9,1,Euthanasia
Cat,Normal,Owner Surrender,Neutered Male,9,2,45.825,Neutered Male,9,2,Adoption
Dog,Normal,Stray,Intact Female,0.082191781,1,2.888194444,Intact Female,0.082191781,1,Transfer
Dog,Normal,Stray,Intact Female,0.082191781,1,2.888194444,Intact Female,0.082191781,1,Transfer
Dog,Normal,Stray,Intact Male,0.082191781,1,2.888194444,Intact Male,0.082191781,1,Transfer
Dog,Normal,Stray,Intact Female,0.082191781,1,6.965277778,Intact Female,0.082191781,1,Rto-Adopt
Dog,Normal,Stray,Intact Male,0.082191781,1,6.965277778,Intact Male,0.082191781,1,Transfer
Dog,Normal,Stray,Intact Female,0.082191781,1,11.94444444,Spayed Female,0.082191781,1,Adoption
Dog,Normal,Stray,Intact Male,0.082191781,1,13.075,Neutered Male,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Female,0.082191781,1,107.8145833,Spayed Female,0.328767123,1,Adoption
Dog,Normal,Stray,Neutered Male,6,1,4.927083333,Neutered Male,6,1,Died
Dog,Normal,Owner Surrender,Intact Male,3,1,1.770138889,Intact Male,3,1,Rto-Adopt
Other,Normal,Stray,Unknown,0.328767123,1,0.00625,Unknown,0.328767123,1,Euthanasia
Dog,Normal,Stray,Intact Female,0.164383562,1,0.833333333,Intact Female,0.164383562,1,Relocate
Dog,Normal,Stray,Intact Male,0.164383562,1,0.834027778,Intact Male,0.164383562,1,Transfer
Dog,Normal,Stray,Intact Female,0.082191781,1,39.26736111,Spayed Female,0.164383562,1,Rto-Adopt
Dog,Normal,Stray,Intact Female,0.246575342,1,1.79375,Intact Female,0.246575342,1,Transfer
Dog,Normal,Stray,Intact Female,0.246575342,1,1.79375,Intact Female,0.246575342,1,Transfer
Dog,Normal,Stray,Intact Female,0.246575342,1,1.79375,Intact Female,0.246575342,1,Transfer
Dog,Normal,Stray,Intact Female,0.246575342,1,1.79375,Intact Female,0.246575342,1,Missing
Dog,Normal,Stray,Intact Male,2,1,6.785416667,Intact Male,2,1,Transfer
Dog,Normal,Stray,Intact Female,0.164383562,1,3.821527778,Spayed Female,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Female,1,1,119.4347222,Spayed Female,1,1,Adoption
Cat,Nursing,Stray,Intact Male,0.016438356,1,0.20625,Intact Male,0.016438356,1,Transfer
Cat,Normal,Stray,Intact Male,2,1,0.915277778,Intact Male,2,1,Transfer
Dog,Normal,Stray,Spayed Female,5,1,4.063194444,Spayed Female,5,1,Return to Owner
Cat,Normal,Stray,Intact Female,0.164383562,1,40.33611111,Spayed Female,0.246575342,1,Adoption
Cat,Normal,Owner Surrender,Intact Male,1,1,5.228472222,Neutered Male,1,1,Adoption
Dog,Normal,Stray,Intact Female,5,1,458.0048611,Spayed Female,6,1,Died
Dog,Normal,Stray,Intact Female,5,1,458.0048611,Spayed Female,6,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,1,1,1.063194444,Spayed Female,1,1,Adoption
Dog,Normal,Stray,Intact Female,1,2,15.14930556,Spayed Female,1,2,Died
Dog,Normal,Stray,Intact Female,0.410958904,1,4.00625,Intact Female,0.410958904,1,Rto-Adopt
Dog,Normal,Stray,Neutered Male,3,1,4.004861111,Neutered Male,3,1,Transfer
Cat,Normal,Stray,Intact Male,0.328767123,1,0.763888889,Intact Male,0.328767123,1,Rto-Adopt
Dog,Normal,Stray,Intact Female,1,1,5.16875,Spayed Female,1,1,Rto-Adopt
Dog,Normal,Stray,Neutered Male,10,1,0.143055556,Neutered Male,10,1,Return to Owner
Cat,Normal,Owner Surrender,Intact Female,1,1,26.08333333,Spayed Female,1,1,Adoption
Cat,Normal,Stray,Spayed Female,1,1,5.359722222,Spayed Female,1,1,Transfer
Cat,Normal,Owner Surrender,Intact Female,0.328767123,2,8.152777778,Spayed Female,0.328767123,2,Rto-Adopt
Dog,Normal,Public Assist,Intact Female,2,1,4.959722222,Intact Female,2,1,Missing
Dog,Normal,Public Assist,Intact Male,0.328767123,1,4.959722222,Intact Male,0.328767123,1,Missing
Dog,Normal,Public Assist,Intact Male,0.328767123,1,4.959722222,Intact Male,0.328767123,1,Rto-Adopt
Dog,Normal,Public Assist,Intact Female,2,1,11.04861111,Spayed Female,2,1,Died
Dog,Normal,Stray,Neutered Male,4,1,163.8180556,Neutered Male,4,1,Transfer
Dog,Normal,Stray,Intact Male,4,1,112.6284722,Neutered Male,4,1,Missing
Dog,Normal,Stray,Intact Female,4,1,1.867361111,Intact Female,4,1,Transfer
Dog,Normal,Stray,Spayed Female,9,1,40.08680556,Spayed Female,9,1,Rto-Adopt
Dog,Normal,Owner Surrender,Intact Female,10,1,9.031944444,Spayed Female,10,1,Transfer
Dog,Normal,Stray,Intact Male,1,1,10.79375,Neutered Male,1,1,Relocate
Dog,Injured,Stray,Intact Male,1,1,0.019444444,Intact Male,1,1,Euthanasia
Dog,Normal,Public Assist,Neutered Male,2,1,4.729166667,Neutered Male,3,1,Return to Owner
Dog,Normal,Public Assist,Intact Male,2,1,5.528472222,Intact Male,3,1,Return to Owner
Dog,Normal,Public Assist,Intact Female,2,1,23.77986111,Spayed Female,2,1,Adoption
Other,Sick,Wildlife,Unknown,2,1,0.4375,Unknown,2,1,Disposal
Dog,Injured,Stray,Intact Female,3,1,0.017361111,Intact Female,3,1,Euthanasia
Cat,Injured,Stray,Intact Female,6,1,56.10347222,Spayed Female,6,1,Transfer
Cat,Injured,Stray,Intact Female,3,1,6.170833333,Intact Female,3,1,Transfer
Dog,Normal,Stray,Neutered Male,3,1,6.098611111,Neutered Male,3,1,Transfer
Dog,Normal,Owner Surrender,Neutered Male,4,1,18.2625,Neutered Male,4,1,Missing
Dog,Normal,Stray,Neutered Male,3,2,1.938888889,Neutered Male,3,2,Return to Owner
Dog,Sick,Stray,Intact Male,3,3,11.27847222,Neutered Male,3,3,Died
Dog,Normal,Stray,Intact Female,2,1,20.19097222,Intact Female,2,1,Euthanasia
Dog,Normal,Stray,Spayed Female,1,1,2.138194444,Spayed Female,1,1,Return to Owner
Cat,Normal,Owner Surrender,Intact Male,0.164383562,1,16.10069444,Intact Male,0.164383562,1,Transfer
Cat,Normal,Owner Surrender,Intact Male,0.082191781,2,2.082638889,Intact Male,0.082191781,2,Return to Owner
Cat,Normal,Owner Surrender,Intact Male,0.082191781,1,16.10069444,Intact Male,0.082191781,1,Transfer
Cat,Normal,Owner Surrender,Intact Male,0.076712329,2,2.082638889,Intact Male,0.076712329,2,Return to Owner
Cat,Normal,Owner Surrender,Intact Male,0.164383562,1,12.11458333,Intact Male,0.164383562,1,Transfer
Cat,Normal,Owner Surrender,Intact Male,0.082191781,2,2.082638889,Intact Male,0.082191781,2,Return to Owner
Cat,Normal,Owner Surrender,Intact Male,0.082191781,1,8.053472222,Intact Male,0.082191781,1,Adoption
Cat,Normal,Owner Surrender,Intact Male,0.076712329,2,2.082638889,Intact Male,0.076712329,2,Return to Owner
Cat,Normal,Owner Surrender,Intact Female,1,1,13.32847222,Spayed Female,1,1,Relocate
Cat,Normal,Stray,Intact Male,0.082191781,1,45.15833333,Neutered Male,0.164383562,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,1,1,20.02986111,Spayed Female,1,1,Relocate
Dog,Normal,Owner Surrender,Spayed Female,1,2,2.877777778,Spayed Female,1,2,Adoption
Dog,Normal,Owner Surrender,Spayed Female,1,3,47.10972222,Spayed Female,1,3,Missing
Dog,Normal,Stray,Intact Female,1,4,38.17013889,Spayed Female,1,4,Adoption
Dog,Normal,Public Assist,Spayed Female,3,1,0.008333333,Spayed Female,3,1,Return to Owner
Dog,Normal,Stray,Intact Female,1,2,36.51180556,Spayed Female,1,2,Adoption
Cat,Normal,Stray,Intact Male,0.076712329,1,38.49236111,Intact Male,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Female,0.082191781,1,121.10625,Spayed Female,0.410958904,1,Relocate
Cat,Normal,Stray,Unknown,0.038356164,1,0.124305556,Unknown,0.038356164,1,Transfer
Cat,Normal,Stray,Spayed Female,2,1,27.83125,Spayed Female,2,1,Adoption
Cat,Normal,Stray,Intact Female,0.164383562,2,14.26458333,Spayed Female,0.164383562,2,Missing
Dog,Normal,Stray,Intact Female,2,1,5.015277778,Spayed Female,2,1,Relocate
Cat,Normal,Stray,Intact Female,0.076712329,1,12.14375,Intact Female,0.082191781,1,Missing
Cat,Normal,Stray,Intact Female,0.076712329,1,12.14375,Intact Female,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Male,0.076712329,1,12.14375,Intact Male,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Female,0.076712329,1,12.14375,Intact Female,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Male,0.076712329,1,12.14375,Intact Male,0.082191781,1,Transfer
Dog,Normal,Stray,Intact Male,0.164383562,1,4.179166667,Intact Male,0.164383562,1,Transfer
Dog,Normal,Stray,Intact Male,3,1,9.164583333,Neutered Male,3,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,7,1,9.013194444,Neutered Male,7,1,Transfer
Dog,Normal,Owner Surrender,Neutered Male,6,2,6.970833333,Neutered Male,6,2,Died
Dog,Normal,Owner Surrender,Neutered Male,6,3,16.04375,Neutered Male,6,3,Adoption
Dog,Normal,Owner Surrender,Spayed Female,1,1,14.91875,Spayed Female,1,1,Transfer
Dog,Normal,Public Assist,Spayed Female,1,2,8.191666667,Spayed Female,1,2,Return to Owner
Cat,Normal,Stray,Intact Male,0.057534247,1,0.075,Intact Male,0.057534247,1,Missing
Dog,Sick,Euthanasia Request,Intact Male,6,1,0.127777778,Intact Male,6,1,Euthanasia
Dog,Normal,Stray,Neutered Male,3,1,1.875,Neutered Male,3,1,Return to Owner
Dog,Normal,Stray,Neutered Male,3,2,0.021527778,Neutered Male,3,2,Return to Owner
Dog,Normal,Stray,Neutered Male,2,3,2.024305556,Neutered Male,3,3,Return to Owner
Cat,Normal,Stray,Intact Female,0.164383562,1,11.02847222,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.164383562,1,11.02986111,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.164383562,1,6.101388889,Neutered Male,0.164383562,1,Died
Cat,Normal,Stray,Intact Male,0.164383562,1,6.051388889,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.164383562,1,11.01805556,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.082191781,1,0.103472222,Intact Male,0.082191781,1,Transfer
Cat,Injured,Stray,Unknown,2,1,0.002083333,Unknown,2,1,Euthanasia
Dog,Normal,Stray,Neutered Male,4,1,0.061805556,Neutered Male,4,1,Return to Owner
Dog,Normal,Stray,Neutered Male,4,2,1.038194444,Neutered Male,4,2,Transfer
Dog,Normal,Stray,Neutered Male,4,3,1.110416667,Neutered Male,4,3,Return to Owner
Dog,Normal,Stray,Neutered Male,4,4,0.889583333,Neutered Male,4,4,Return to Owner
Dog,Normal,Stray,Spayed Female,2,1,0.063194444,Spayed Female,2,1,Return to Owner
Dog,Normal,Stray,Spayed Female,1,2,1.038194444,Spayed Female,1,2,Died
Dog,Normal,Stray,Spayed Female,1,3,1.111111111,Spayed Female,1,3,Return to Owner
Dog,Normal,Stray,Spayed Female,1,4,0.890277778,Spayed Female,1,4,Return to Owner
Other,Injured,Wildlife,Unknown,2,1,0.001388889,Unknown,2,1,Euthanasia
Dog,Normal,Stray,Intact Male,0.739726027,1,5.888888889,Intact Male,0.821917808,1,Transfer
Dog,Normal,Stray,Intact Male,0.739726027,1,5.845138889,Intact Male,0.821917808,1,Transfer
Cat,Normal,Stray,Intact Male,3,1,0.663888889,Intact Male,3,1,Transfer
Dog,Normal,Owner Surrender,Intact Female,7,1,17.84097222,Spayed Female,7,1,Died
Dog,Normal,Stray,Intact Female,0.328767123,1,4.009722222,Spayed Female,0.328767123,1,Died
Dog,Normal,Owner Surrender,Spayed Female,1,1,7.134722222,Spayed Female,1,1,Adoption
Dog,Normal,Stray,Intact Female,1,2,17.89444444,Spayed Female,1,2,Adoption
Dog,Normal,Stray,Intact Male,0.082191781,1,120.8743056,Neutered Male,0.410958904,1,Adoption
Dog,Normal,Stray,Intact Female,3,1,76.00069444,Spayed Female,3,1,Adoption
Dog,Normal,Public Assist,Intact Male,2,1,49.9,Neutered Male,2,1,Transfer
Dog,Normal,Stray,Spayed Female,3,1,1.690972222,Spayed Female,3,1,Return to Owner
Cat,Normal,Stray,Intact Male,2,1,0.597222222,Intact Male,2,1,Transfer
Cat,Normal,Stray,Intact Male,0.076712329,1,0.782638889,Intact Male,0.076712329,1,Euthanasia
Other,Normal,Wildlife,Unknown,1,1,0.523611111,Unknown,1,1,Died
Cat,Nursing,Stray,Intact Female,0.057534247,1,0.132638889,Intact Female,0.057534247,1,Transfer
Dog,Normal,Stray,Intact Male,0.410958904,1,4.211805556,Intact Male,0.410958904,1,Missing
Cat,Nursing,Stray,Intact Male,0.057534247,1,0.122916667,Intact Male,0.057534247,1,Transfer
Cat,Nursing,Stray,Intact Male,0.057534247,1,0.122916667,Intact Male,0.057534247,1,Transfer
Cat,Normal,Stray,Intact Male,0.057534247,1,0.122916667,Intact Male,0.057534247,1,Transfer
Cat,Nursing,Stray,Intact Female,0.057534247,1,0.122916667,Intact Female,0.057534247,1,Transfer
Cat,Nursing,Stray,Intact Female,0.057534247,1,0.122916667,Intact Female,0.057534247,1,Transfer
Cat,Nursing,Stray,Intact Female,0.057534247,1,0.122916667,Intact Female,0.057534247,1,Missing
Dog,Normal,Stray,Intact Male,0.164383562,1,3.366666667,Neutered Male,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Male,0.164383562,1,9.132638889,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.057534247,1,0.23125,Intact Male,0.057534247,1,Transfer
Cat,Normal,Stray,Spayed Female,2,1,0.922222222,Spayed Female,2,1,Relocate
Dog,Normal,Stray,Neutered Male,2,1,0.102777778,Neutered Male,2,1,Return to Owner
Cat,Normal,Stray,Unknown,0.019178082,1,0.01875,Unknown,0.019178082,1,Transfer
Other,Sick,Wildlife,Unknown,1,1,0.009722222,Unknown,1,1,Euthanasia
Cat,Normal,Stray,Intact Female,1,1,0.873611111,Intact Female,1,1,Transfer
Dog,Normal,Stray,Intact Male,1,1,4.245833333,Neutered Male,1,1,Transfer
Dog,Normal,Stray,Neutered Male,4,1,173.4930556,Neutered Male,4,1,Transfer
Dog,Normal,Owner Surrender,Intact Female,0.164383562,1,0.103472222,Intact Female,0.164383562,1,Adoption
Dog,Normal,Owner Surrender,Intact Male,0.164383562,1,1.168055556,Neutered Male,0.164383562,1,Relocate
Dog,Normal,Owner Surrender,Intact Male,0.164383562,1,2.779166667,Neutered Male,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Female,3,1,66.10833333,Spayed Female,3,1,Rto-Adopt
Cat,Normal,Owner Surrender,Intact Female,0.082191781,1,9.097916667,Intact Female,0.082191781,1,Transfer
Cat,Normal,Owner Surrender,Intact Female,0.082191781,1,93.18819444,Spayed Female,0.328767123,1,Adoption
Cat,Normal,Owner Surrender,Intact Male,0.082191781,1,93.18958333,Neutered Male,0.328767123,1,Adoption
Cat,Normal,Owner Surrender,Intact Male,0.082191781,1,93.19513889,Neutered Male,0.328767123,1,Adoption
Cat,Normal,Owner Surrender,Intact Male,0.082191781,1,9.097916667,Intact Male,0.082191781,1,Died
Cat,Normal,Owner Surrender,Intact Female,0.082191781,1,9.097916667,Intact Female,0.082191781,1,Transfer
Dog,Sick,Owner Surrender,Intact Female,0.493150685,1,4.013194444,Intact Female,0.493150685,1,Transfer
Dog,Normal,Stray,Intact Male,1,1,4.003472222,Intact Male,1,1,Relocate
Cat,Normal,Owner Surrender,Spayed Female,1,1,24.17152778,Spayed Female,1,1,Adoption
Other,Normal,Public Assist,Intact Male,3,1,10.15902778,Neutered Male,3,1,Missing
Cat,Normal,Stray,Intact Male,0.575342466,1,10.13055556,Neutered Male,0.657534247,1,Adoption
Cat,Normal,Stray,Intact Male,0.575342466,1,10.13125,Neutered Male,0.657534247,1,Adoption
Dog,Normal,Stray,Intact Male,0.657534247,1,0.833333333,Intact Male,0.739726027,1,Return to Owner
Cat,Normal,Stray,Intact Male,0.082191781,1,30.87430556,Neutered Male,0.164383562,1,Relocate
Cat,Normal,Stray,Intact Male,0.082191781,1,30.87430556,Neutered Male,0.164383562,1,Transfer
Cat,Normal,Stray,Intact Male,0.082191781,1,16.81111111,Neutered Male,0.082191781,1,Adoption
Cat,Normal,Stray,Intact Male,0.082191781,1,16.83958333,Neutered Male,0.082191781,1,Adoption
Cat,Normal,Stray,Unknown,0.038356164,1,0.4875,Unknown,0.038356164,1,Died
Dog,Injured,Owner Surrender,Intact Female,3,1,0.022222222,Intact Female,3,1,Euthanasia
Dog,Normal,Stray,Intact Female,1,1,37.83888889,Spayed Female,1,1,Adoption
Cat,Nursing,Stray,Intact Male,0.002739726,1,0.221527778,Intact Male,0.002739726,1,Relocate
Cat,Nursing,Stray,Intact Female,0.038356164,1,0.215277778,Intact Female,0.038356164,1,Transfer
Cat,Nursing,Stray,Intact Male,0.038356164,1,0.215277778,Intact Male,0.038356164,1,Missing
Dog,Normal,Stray,Spayed Female,7,1,0.194444444,Spayed Female,7,1,Return to Owner
Dog,Injured,Stray,Intact Male,3,1,0.420833333,Intact Male,3,1,Return to Owner
Other,Injured,Stray,Unknown,0.493150685,1,0.030555556,Unknown,0.493150685,1,Euthanasia
Other,Sick,Wildlife,Unknown,0.076712329,1,0.016666667,Unknown,0.076712329,1,Euthanasia
Other,Injured,Wildlife,Unknown,1,1,0.014583333,Unknown,1,1,Euthanasia
Dog,Normal,Stray,Intact Female,3,1,1.270833333,Spayed Female,3,1,Return to Owner
Dog,Normal,Stray,Intact Female,1,1,4.030555556,Intact Female,1,1,Rto-Adopt
Cat,Normal,Stray,Intact Female,0.082191781,1,1.33125,Intact Female,0.082191781,1,Euthanasia
Cat,Aged,Stray,Spayed Female,12,1,2.190972222,Spayed Female,12,1,Euthanasia
Dog,Normal,Owner Surrender,Neutered Male,5,1,0.904861111,Neutered Male,5,1,Euthanasia
Cat,Nursing,Stray,Intact Female,0.005479452,1,0.042361111,Intact Female,0.005479452,1,Transfer
Cat,Nursing,Stray,Intact Female,0.005479452,1,0.042361111,Intact Female,0.005479452,1,Died
Cat,Nursing,Stray,Intact Male,0.005479452,1,0.042361111,Intact Male,0.005479452,1,Transfer
Dog,Normal,Public Assist,Spayed Female,2,1,1.502777778,Spayed Female,2,1,Return to Owner
Cat,Normal,Stray,Intact Male,0.082191781,1,11.85833333,Intact Male,0.082191781,1,Transfer
Dog,Normal,Owner Surrender,Spayed Female,7,1,30.33958333,Spayed Female,7,1,Return to Owner
Dog,Normal,Owner Surrender,Intact Female,1,1,30.30555556,Spayed Female,1,1,Return to Owner
Dog,Normal,Owner Surrender,Intact Male,2,1,6.063194444,Intact Male,2,1,Transfer
Dog,Normal,Stray,Intact Male,2,1,5.168055556,Neutered Male,2,1,Return to Owner
Cat,Injured,Stray,Intact Male,1,1,0.006944444,Intact Male,1,1,Euthanasia
Dog,Normal,Stray,Intact Female,1,1,144.9965278,Spayed Female,1,1,Adoption
Cat,Normal,Stray,Neutered Male,1,1,12.32847222,Neutered Male,1,1,Transfer
Cat,Normal,Stray,Neutered Male,1,2,0.844444444,Neutered Male,1,2,Transfer
Cat,Normal,Stray,Intact Male,0.038356164,1,0.530555556,Intact Male,0.038356164,1,Transfer
Cat,Normal,Stray,Intact Female,0.038356164,1,0.530555556,Intact Female,0.038356164,1,Transfer
Cat,Normal,Stray,Intact Male,0.038356164,1,0.530555556,Intact Male,0.038356164,1,Transfer
Cat,Normal,Stray,Intact Male,0.038356164,1,0.530555556,Intact Male,0.038356164,1,Missing
Cat,Normal,Stray,Intact Female,0.038356164,1,0.530555556,Intact Female,0.038356164,1,Transfer
Cat,Normal,Stray,Unknown,0.575342466,1,0.830555556,Unknown,0.657534247,1,Transfer
Cat,Sick,Stray,Intact Female,0.038356164,1,0.548611111,Intact Female,0.038356164,1,Transfer
Cat,Sick,Stray,Intact Female,0.038356164,1,0.548611111,Intact Female,0.038356164,1,Transfer
Cat,Sick,Stray,Intact Female,0.038356164,1,0.548611111,Intact Female,0.038356164,1,Died
Cat,Sick,Stray,Intact Male,0.038356164,1,0.548611111,Intact Male,0.038356164,1,Relocate
Cat,Normal,Stray,Spayed Female,1,1,36.27152778,Spayed Female,1,1,Adoption
Cat,Normal,Stray,Intact Male,0.739726027,1,18.94652778,Neutered Male,0.821917808,1,Transfer
Cat,Normal,Owner Surrender,Intact Female,0.410958904,1,2.171527778,Spayed Female,0.410958904,1,Died
Cat,Normal,Owner Surrender,Intact Female,0.410958904,1,2.171527778,Spayed Female,0.410958904,1,Relocate
Cat,Normal,Owner Surrender,Intact Male,0.410958904,1,2.171527778,Neutered Male,0.410958904,1,Adoption
Cat,Normal,Owner Surrender,Intact Male,0.410958904,1,2.167361111,Neutered Male,0.410958904,1,Rto-Adopt
Dog,Normal,Owner Surrender,Spayed Female,3,1,35.01944444,Spayed Female,3,1,Adoption
Dog,Normal,Stray,Intact Female,3,2,51.11666667,Spayed Female,3,2,Rto-Adopt
Dog,Normal,Stray,Intact Male,3,1,71.1375,Neutered Male,3,1,Relocate
Dog,Normal,Stray,Neutered Male,4,1,0.959027778,Neutered Male,4,1,Return to Owner
